,0
3938,"Homeland Security secretary has directed FEMA to aid and support efforts ""to safely receive, shelter, and transfer unaccompanied children"" crossing the country's southern border https://t.co/R6SY9VSTfn"
3939,"The Justice Department has charged a Proud Boys member who allegedly used pepper spray against police officers during the US Capitol riot, court records show https://t.co/1qc4M3aOj4"
3940,"Children detained at US-Mexico border haven't been able to shower for days or call their parents, lawyers say
https://t.co/JwHTvFKmbg"
3941,"The Army is reviewing a Pentagon investigation into Michael Flynn's dealings with Russia and other foreign entities
https://t.co/S54uv8wSMU"
3942,"Experimental Alzheimer's drug could slow cognitive decline in patients, early clinical trial results suggest
https://t.co/WWH8uaalOC"
3943,"ISIS militants were behind brutal killings north of Baghdad where they shot dead eight people in three separate attacks, Iraqi military says
https://t.co/CRZw5EUU0f"
3944,Senate Majority Leader Chuck Schumer and Sen. Kirsten Gillibrand call for NY Gov. Andrew Cuomo to resign in the wake of sexual harassment allegations https://t.co/Qsagv7om2B
3945,The Minneapolis City Council approves a $27 million settlement to George Floyd's estate in a unanimous vote https://t.co/PUNYq5h3wU
3946,A majority of NY congressional Democrats call for Gov. Cuomo to resign in apparently coordinated messages that could mark a turning point in scandal https://t.co/oJxKdyLfm8
3947,"British police confirm they have identified the body of Sarah Everard, a 33-year-old woman who disappeared while walking home in London https://t.co/NGxLdyvpMW"
3948,"AstraZeneca defends its Covid-19 vaccine, saying its analysis showed ""no evidence of an increased risk"" of blood clots after several countries suspended its use this week. Follow live updates on the pandemic: https://t.co/QoN1NNRF79"
3949,"China successfully launched its new-generation Long March 7A rocket early Friday morning on its second attempt, sending an experimental satellite into orbit https://t.co/tEUeNfGwPa"
3950,"In his address tonight, Biden will direct every state to open vaccinations to all adults by May 1, a step he’ll say could allow for small July 4 gatherings https://t.co/0BPYBsJt39"
3951,Transgender athletes in Mississippi's public schools and colleges will no longer be allowed to compete in women's sports after Gov. Tate Reeves signed the first statewide anti-trans law of 2021 https://t.co/EyDiOVTtUK
3952,Texas' attorney general is suing Austin leaders for keeping the city's mask requirement in place after the governor ended a statewide mandate https://t.co/QUkBuPFNQA
3953,"Americans will start seeing stimulus checks in their bank accounts as early as this weekend, White House press secretary Jen Psaki says https://t.co/2znGR63yiD"
3954,President Biden signs his historic Covid-19 relief package into law. A White House official says he wanted to get it done as soon as possible. https://t.co/rftCDvFJek
3955,The House passes a pair of gun control bills that would expand background checks and close a loophole tied to the 2015 Charleston church shooting https://t.co/O6HnRuSgKr
3956,"President Biden will sign the Covid-19 relief bill at 1:30 p.m. ET today, instead of tomorrow as had been expected. Follow live updates: https://t.co/LXgHN9i5ZL"
3957,A judge reinstates a charge of third-degree murder against ex-officer Derek Chauvin in the death of George Floyd https://t.co/oDusV0uf68
3958,"China's parliament on Thursday overwhelmingly endorsed a proposal on ""improving the electoral system"" of Hong Kong, further restricting the ability of people in the city to freely elect their leaders https://t.co/cbBTNdqVQA"
3959,"A bus carrying school children and parents returning from an excursion plunged into a ravine on the Indonesian island of Java, killing 27 people, the country's transportation ministry said https://t.co/t0OyFqBRnv"
3960,Thousands of Texans are slated to lose their health care provider after a Texas judge allowed the state to remove Planned Parenthood from its Medicaid program https://t.co/Y7UCgPBHV5
3961,"The Senate confirms Michael Regan as EPA chief, where he will play a major role in Biden's climate plans. He is the first Black man to lead the agency. https://t.co/OooNA2PeRs"
3962,President Biden has announced he is directing HHS to purchase an additional 100 million doses of the Johnson &amp; Johnson Covid-19 vaccine https://t.co/L8tqVP0oLt
3963,"The Senate confirms Rep. Marcia Fudge as secretary of Housing and Urban Development, adding another African American woman to Biden's Cabinet https://t.co/Fzrrp7D6XM"
3964,"The House is meeting to approve the Covid relief bill, paving the way for Biden to sign his top legislative priority into law. Follow live updates:
https://t.co/EvW6ffz93Q"
3965,"Meghan, Duchess of Sussex, formally complained to ITV after Piers Morgan's comments, voicing concern about the impact on others
https://t.co/ukfTAoNw2M"
3966,CNN Poll: The economic relief bill moving through Congress is broadly popular as President Joe Biden's approval rating tilts positive after taking office https://t.co/2MdZxJ8Z8j
3967,The state of Hawaii is under an emergency proclamation as the state struggles with widespread damage from flooding https://t.co/yIESxhGUhr
3968,"Television journalist Roger Mudd, who was once Walter Cronkite's primary substitute at CBS, died Tuesday at his home in Fairfax County, Virginia, his family said https://t.co/pnCNgaXAXu"
3969,"FBI releases new security footage of the person who placed pipe bombs outside the RNC and DNC headquarters the night before the Capitol insurrection 
https://t.co/Heoo3s2xIb"
3970,"UK royal family statement says it was sad to learn the ""full extent"" of Prince Harry and Meghan's struggles, racism claims ""concerning""
https://t.co/rzPRst8VuS"
3971,A US task force recommends lung cancer screening should include people as young as 50 and with shorter smoking histories https://t.co/S4fOy1PQ7q
3972,"Houston Police Chief Art Acevedo says the Texas governor's decision to lift a statewide mask mandate is a ""step in the wrong direction."" Follow live updates on the pandemic: https://t.co/IoQxK5PWUV"
3973,"New independent report claims ""clear and convincing"" evidence that China is committing genocide in Xinjiang https://t.co/4CPPRgDoc0"
3974,Former acting US Attorney for the Southern District of New York Joon Kim and employment discrimination attorney Anne L. Clark will lead the investigation into sexual harassment allegations against Gov. Andrew Cuomo https://t.co/XGxSOlLHI6
3975,"The Georgia Senate passes a sweeping election bill that repeals no-excuse absentee voting. It comes as GOP lawmakers push to narrow voting rights. 
https://t.co/LtACKMrM2G"
3976,"Wyoming Gov. Mark Gordon announces that he is removing the statewide mask requirement and allowing restaurants, bars, theaters, and gyms to resume normal operations on March 16 https://t.co/eSSh2KNZFv"
3977,Chicago Mayor Lori Lightfoot announces some fans will be allowed back into baseball stadiums for Opening Day 2021 https://t.co/yd9qJ9xGEI
3978,"President Biden sets his first primetime address for Thursday, marking one year since Covid-19 shut down much of the nation https://t.co/X0yzzucTny"
3979,The CDC releases guidelines giving limited freedoms to people fully vaccinated against Covid-19. Here are the rules to keep following. https://t.co/OIBqTGyyTq
3980,Jury selection is delayed in former Minneapolis police officer Derek Chauvin's trial in the death of George Floyd https://t.co/s66zJWwN9b
3981,"Harry says he feels let down by Charles, and Diana would be angry with how things turned out. Here are some of the big revelations from the interview. https://t.co/4GxtO4ZvnL"
3982,"Meghan revealed she had suicidal thoughts, said the royals didn't want to give Archie a title or security and shared her real wedding date. Follow live. https://t.co/SUocaHEZs0"
3983,Oprah's interview with Prince Harry and Meghan tonight promises to expose their frustrations with the royal institution they quit. Follow live updates. https://t.co/GGKGHKPdvy
3984,French politician Olivier Dassault has died in a helicopter crash in northwest France https://t.co/Qz5kkEQc4V
3985,"Explosions in Equatorial Guinea killed more than a dozen people and injured hundreds on Sunday, the country's health ministry says https://t.co/4a3h8yc4xi"
3986,"Switzerland bans the wearing of full face coverings, including niqab and burqa, in nearly all public places
https://t.co/9QEEaZ5Y3P"
3987,"Nazanin Zaghari-Ratcliffe, a British-Iranian aid worker jailed in Iran, has her ankle monitor removed but faces a new court date, a UK lawmaker says
https://t.co/r6VDPgtUej"
3988,"A third female former staffer has come forward with accusations of inappropriate conduct by embattled New York Gov. Andrew Cuomo, the Wall Street Journal reports https://t.co/xku0R5oUYD"
3989,One person was shot to death in Minneapolis at the same intersection where George Floyd died last year -- an area that has since become a memorial site https://t.co/4ptZdWT8I2
3990,"The Biden administration is expected to form a task force to deal with the Microsoft hack linked to China, a US official says
https://t.co/r4T3xAaGH7"
3991,"Former President Donald Trump says he plans to campaign against GOP Sen. Lisa Murkowski in Alaska next year when she's up for reelection
https://t.co/8IjsMKHAer"
3992,"An Italian prosecutor asked for life sentences for two American students charged with murdering a police officer in 2019 in an alleged drug deal gone wrong
https://t.co/VeDIFXHClh"
3993,"The Senate passes its massive Covid relief bill after an overnight session. It includes checks for many Americans and now goes to the House for a vote.
https://t.co/4C1cu6rrL5"
3994,"At least 20 people were killed and more than 30 others wounded in a car bomb blast in Somalia's capital of Mogadishu, police and emergency services say https://t.co/AT2k21fPvz"
3995,The Senate dealt progressives a blow they have been trying to prevent but knew was coming by voting down an amendment to include a $15 minimum wage in President Joe Biden's Covid relief package https://t.co/vJlbwLeVwL
